label	family	model	claim_line1	what_to_check	assigned	report
card-tools22-dog-nova-board-first-run-r14	tools22-dog	deepseek/deepseek-v4-flash	RESULT tools22-dog-nova-board-first-run-r14 sha=5298f6be12ea — read `nova-board First run` against docs/CLI.md:2586-2643 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-board-first-run-r14/RESULT.md
card-tools22-dog-nova-board-first-run-r15	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-board-first-run-r15 sha=5298f6be12ea — read `nova-board First run` against docs/CLI.md:2586-2643 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-board-first-run-r15/RESULT.md
card-tools22-dog-nova-board-first-run-r17	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-board-first-run-r17 sha=5298f6be12ea — read `nova-board First run` against docs/CLI.md:2586-2643 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-board-first-run-r17/RESULT.md
card-tools22-dog-nova-board-first-run-r2	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-board-first-run-r2 sha=5298f6be12ea — read `nova-board First run` against docs/CLI.md:2586-2643 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-board-first-run-r2/RESULT.md
card-tools22-dog-nova-board-first-run-r22	tools22-dog	deepseek/deepseek-v4-flash	RESULT tools22-dog-nova-board-first-run-r22 sha=5298f6be12ea — read `nova-board First run` against docs/CLI.md:2586-2643 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-board-first-run-r22/RESULT.md
card-tools22-dog-nova-board-first-run-r3	tools22-dog	deepseek/deepseek-v4-flash	RESULT tools22-dog-nova-board-first-run-r3 sha=5298f6be12ea — read `nova-board First run` against docs/CLI.md:2586-2643 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-board-first-run-r3/RESULT.md
card-tools22-dog-nova-board-first-run-r4	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-board-first-run-r4 sha=5298f6be12ea — read `nova-board First run` against docs/CLI.md:2586-2643 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-board-first-run-r4/RESULT.md
card-tools22-dog-nova-board-first-run-r9	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-board-first-run-r9 sha=5298f6be12ea — read `nova-board First run` against docs/CLI.md:2586-2643 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-board-first-run-r9/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r12	tools22-dog	deepseek-v4-flash	RESULT: BLOCKED card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r12	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r12/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r13	tools22-dog	deepseek-v4-flash	RESULT: BLOCKED card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r13	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r13/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r14	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r14 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against doc	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r14/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r15	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r15 sha=5298f6be12ea	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r15/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r16	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r16 sha=5298f6be12ea	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r16/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r17	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r17 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against doc	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r17/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r18	tools22-dog	deepseek-v4-flash	RESULT: BLOCKED card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r18	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r18/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r19	tools22-dog	deepseek/deepseek-v4-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r19 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against doc	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r19/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r2	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r2 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against docs	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r2/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r20	tools22-dog	deepseek-v4-flash	RESULT: BLOCKED card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r20	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r20/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r21	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r21 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against doc	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r21/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r22	tools22-dog	deepseek-v4-flash	RESULT: BLOCKED card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r22	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r22/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r23	tools22-dog	deepseek-v4-flash	RESULT: BLOCKED card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r23	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r23/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r24	tools22-dog	deepseek/deepseek-v4-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r24 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against doc	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r24/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r3	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r3 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against docs	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r3/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r4	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r4 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against docs	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r4/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r5	tools22-dog	deepseek/deepseek-v4-flash	RESULT: BLOCKED card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r5	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r5/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r6	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r6 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against docs	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r6/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r7	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r7 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against docs	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r7/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r8	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r8 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against docs	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r8/RESULT.md
card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r9	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r9 sha=5298f6be12ea — read `nova-bus Adopting it on a bus that already exists: the switch day` against docs	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-adopting-it-on-a-bus-tha-r9/RESULT.md
card-tools22-dog-nova-bus-first-run-r1	tools22-dog	deepseek/deepseek-v4-flash	RESULT: BLOCKED card-tools22-dog-nova-bus-first-run-r1	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r1/RESULT.md
card-tools22-dog-nova-bus-first-run-r10	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-bus-first-run-r10 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r10/RESULT.md
card-tools22-dog-nova-bus-first-run-r11	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-first-run-r11 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r11/RESULT.md
card-tools22-dog-nova-bus-first-run-r12	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-first-run-r12 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r12/RESULT.md
card-tools22-dog-nova-bus-first-run-r13	tools22-dog	deepseek/deepseek-v4-flash	RESULT tools22-dog-nova-bus-first-run-r13 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r13/RESULT.md
card-tools22-dog-nova-bus-first-run-r14	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-bus-first-run-r14 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r14/RESULT.md
card-tools22-dog-nova-bus-first-run-r15	tools22-dog	deepseek/deepseek-v4-flash	RESULT tools22-dog-nova-bus-first-run-r15 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r15/RESULT.md
card-tools22-dog-nova-bus-first-run-r16	tools22-dog	deepseek-v4-flash	RESULT tools22-dog-nova-bus-first-run-r16 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r16/RESULT.md
card-tools22-dog-nova-bus-first-run-r18	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-first-run-r18 sha=5298f6be12ea — read docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r18/RESULT.md
card-tools22-dog-nova-bus-first-run-r2	tools22-dog	mercury-2.5	RESULT tools22-dog-nova-bus-first-run-r2 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r2/RESULT.md
card-tools22-dog-nova-bus-first-run-r20	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-first-run-r20 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r20/RESULT.md
card-tools22-dog-nova-bus-first-run-r21	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-first-run-r21 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r21/RESULT.md
card-tools22-dog-nova-bus-first-run-r22	tools22-dog	qwen/qwen3.7-flash	RESULT tools22-dog-nova-bus-first-run-r22 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r22/RESULT.md
card-tools22-dog-nova-bus-first-run-r23	tools22-dog	deepseek/deepseek-v4-flash	RESULT tools22-dog-nova-bus-first-run-r23 sha=5298f6be12ea — read `nova-bus First run` against docs/CLI.md:361-392 and say CLEAN or DRIFT	DOGFOOD: run the documented example yourself on a bench (installed 12119912) and compare with CLEAN/DRIFT/ABSTAIN; an ABSTAIN must name a real reason.	Johnny	results/card-tools22-dog-nova-bus-first-run-r23/RESULT.md
